Timestamp,Location,Current conditions,temperature,feels like,High,Low,Precipitation (%),Relative Humidity (%),Barometer (atm),Dew Point,Visibility (Miles),(Wind Direction),Wind Speed (mph)
Tue Feb  2 16:45:39 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,55,55,70,53,20,58,29.87 Steady ,40,10,ESE,5
Tue Feb  2 17:34:08 2010," US and USA, AZ and Arizona, Phoenix, 85001",Cloudy,59,59,70,53,20,48,29.87 Steady ,39,10,E,5
Tue Feb  2 18:18:43 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,60,60,69,53,20,42,29.87 Steady ,37,10,E,5
Tue Feb  2 19:02:54 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,64,64,69,53,20,37,29.87 Steady ,37,10,E,5
Tue Feb  2 19:52:18 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,65,65,69,53,20,37,29.87 Steady ,37,10,E,9
Tue Feb  2 20:43:28 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,67,67,69,53,20,32,29.84 Steady ,36,10,E,5
Tue Feb  2 21:30:18 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,68,68,70,53,20,31,29.81 Falling Rapidly ,36,10,NE,4
Tue Feb  2 22:18:42 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,71,71,70,53,20,28,29.78 Falling Rapidly ,36,10,E,6
Tue Feb  2 23:02:59 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,71,71,70,53,60,27,29.78 Steady ,35,10,ESE,6
Tue Feb  2 23:48:18 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,70,70,70,53,60,30,29.75 Steady ,37,9,CALM,0
Wed Feb  3 00:32:43 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,71,71,70,53,60,32,29.74 Steady ,40,8,SSE,4
Wed Feb  3 01:19:53 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,71,71,70,53,60,30,29.73 Falling ,38,10,E,3
Wed Feb  3 02:05:06 2010," US and USA, AZ and Arizona, Phoenix, 85001",Cloudy,69,69,70,53,60,34,29.73 Steady ,39,7,ESE,4
Wed Feb  3 02:53:23 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,66,66,70,53,60,40,29.73 Steady ,41,7,NW,1
Wed Feb  3 03:40:12 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,65,65,70,53,60,45,29.72 Steady ,44,8,CALM,0
Wed Feb  3 04:28:21 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,63,63,70,53,60,56,29.73 Rising ,47,10,WSW,3
Wed Feb  3 05:15:12 2010," US and USA, AZ and Arizona, Phoenix, 85001",Cloudy,62,62,70,53,60,53,29.71 Falling Rapidly ,45,10,SW,5
Wed Feb  3 06:03:00 2010," US and USA, AZ and Arizona, Phoenix, 85001",Cloudy,61,61,70,53,60,58,29.71 Steady ,46,9,SSW,6
Thu Feb  4 06:05:29 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,60,60,68,51,30,72,29.69 Steady ,51,10,SE,9
Thu Feb  4 06:48:33 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Cloudy,59,59,68,51,30,68,29.70 Steady ,48,9,SSE,11
Thu Feb  4 07:32:11 2010," US and USA, AZ and Arizona, Phoenix, 85001",Partly Cloudy,57,57,68,51,20,69,29.73 Rising Rapidly ,47,10,SE,9
Thu Feb  4 08:14:43 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Clear,55,55,68,51,20,75,29.73 Steady ,47,9,SSE,9
Thu Feb  4 08:58:23 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Clear,54,54,68,51,20,77,29.75 Steady ,47,9,SE,9
Thu Feb  4 09:42:19 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Clear,54,54,68,52,20,80,29.78 Steady ,48,10,E,7
Thu Feb  4 10:25:58 2010," US and USA, AZ and Arizona, Phoenix, 85001",Partly Cloudy,54,54,68,51,20,80,29.78 Steady ,48,10,ESE,3
Thu Feb  4 11:11:54 2010," US and USA, AZ and Arizona, Phoenix, 85001",Partly Cloudy,53,53,68,51,20,85,29.78 Steady ,49,9,NE,4
Thu Feb  4 11:55:25 2010," US and USA, AZ and Arizona, Phoenix, 85001",Mostly Clear,53,53,68,51,20,83,29.78 Steady ,48,10,ESE,7
Thu Feb  4 12:38:30 2010," US and USA, AZ and Arizona, Phoenix, 85001",Clear,51,51,68,51,20,86,29.80 Steady ,47,10,ESE,6
Thu Feb  4 13:22:35 2010," US and USA, AZ and Arizona, Phoenix, 85001",Clear,51,51,68,51,20,83,29.82 Rising Rapidly ,46,10,E,6
Thu Feb  4 14:07:24 2010," US and USA, AZ and Arizona, Phoenix, 85001",Clear,50,47,68,51,20,87,29.82 Steady ,46,9,ESE,7
Wed Feb  3 06:49:44 2010," US and USA, AZ and Arizona, Phoenix, 85001",Cloudy,60,60,70,53,60,64,29.71 Steady ,48,9,WSW,5
Wed Feb  3 07:34:12 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Cloudy,56,56,64,51,10,82,29.79 Steady ,51,8,CALM,0
Wed Feb  3 08:17:22 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Cloudy,56,56,64,51,10,82,29.79 Steady ,51,8,CALM,0
Wed Feb  3 09:03:51 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Cloudy,54,54,64,51,10,89,29.79 Steady ,51,8,CALM,0
Wed Feb  3 09:47:40 2010," US and USA, CA and California, Los Angeles, 90001",Cloudy,55,55,64,51,10,87,29.79 Steady ,51,7,CALM,0
Wed Feb  3 10:31:05 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,56,56,64,51,10,80,29.78 Falling ,50,7,CALM,0
Wed Feb  3 11:17:57 2010," US and USA, CA and California, Los Angeles, 90001",Clear,54,54,68,51,10,83,29.77 Falling ,49,6,CALM,0
Wed Feb  3 12:02:41 2010," US and USA, CA and California, Los Angeles, 90001",Clear,53,53,68,51,10,85,29.77 Steady ,48,6,CALM,0
Wed Feb  3 12:45:53 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,68,51,10,86,29.75 Steady ,48,6,CALM,0
Wed Feb  3 13:29:36 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,68,51,10,83,29.75 Steady ,46,8,CALM,0
Wed Feb  3 14:15:44 2010," US and USA, CA and California, Los Angeles, 90001",Clear,50,50,68,51,10,83,29.75 Steady ,45,7,CALM,0
Wed Feb  3 15:01:44 2010," US and USA, CA and California, Los Angeles, 90001",Clear,48,48,68,51,10,87,29.75 Steady ,45,6,CALM,0
Wed Feb  3 15:46:32 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,49,49,68,51,10,85,29.75 Steady ,45,7,CALM,0
Wed Feb  3 16:32:25 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,49,49,68,51,10,83,29.76 Rising ,44,7,CALM,0
Wed Feb  3 17:19:35 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,51,51,68,51,10,77,29.77 Rising ,44,7,CALM,0
Wed Feb  3 18:07:53 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,56,56,68,51,10,66,29.77 Steady ,45,9,CALM,0
Wed Feb  3 18:51:01 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,60,60,69,51,0,60,29.79 Steady ,46,8,CALM,0
Wed Feb  3 19:35:16 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,63,63,71,52,0,52,29.79 Steady ,45,8,WNW,1
Wed Feb  3 20:19:21 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,64,64,71,52,0,46,29.78 Falling ,43,10,CALM,0
Wed Feb  3 21:03:40 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,66,66,71,52,0,44,29.78 Steady ,44,10,WNW,1
Wed Feb  3 21:51:45 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,67,67,68,52,0,54,29.76 Steady ,50,10,W,2
Wed Feb  3 22:37:18 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,69,69,70,52,0,43,29.73 Steady ,45,9,WSW,5
Wed Feb  3 23:28:12 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,68,68,70,52,10,39,29.71 Falling Rapidly ,42,10,CALM,0
Thu Feb  4 00:13:09 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,68,68,70,52,10,45,29.72 Rising ,46,10,SW,3
Thu Feb  4 00:57:11 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,67,67,70,52,10,49,29.72 Steady ,47,9,SSW,2
Thu Feb  4 01:40:29 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,63,63,70,52,10,53,29.73 Steady ,46,8,CALM,0
Thu Feb  4 02:28:13 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,63,63,70,52,10,56,29.74 Rising ,47,10,CALM,0
Thu Feb  4 03:11:25 2010," US and USA, CA and California, Los Angeles, 90001",Clear,60,60,70,52,10,66,29.74 Steady ,48,8,CALM,0
Thu Feb  4 03:55:52 2010," US and USA, CA and California, Los Angeles, 90001",Clear,60,60,70,52,10,64,29.76 Steady ,47,9,CALM,0
Thu Feb  4 04:39:08 2010," US and USA, CA and California, Los Angeles, 90001",Clear,59,59,70,52,10,80,29.81 Steady ,53,10,CALM,0
Thu Feb  4 05:22:30 2010," US and USA, CA and California, Los Angeles, 90001",Clear,59,59,70,52,10,78,29.83 Rising Rapidly ,52,10,CALM,0
Thu Feb  4 15:00:05 2010," US and USA, CA and California, Los Angeles, 90001",Cloudy,58,58,65,52,10,72,29.88 Steady ,49,8,ESE,4
Thu Jan 28 15:39:44 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,51,51,71,50,0,70,29.97 Steady ,41,9,E,4
Thu Jan 28 16:00:33 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,51,51,71,50,0,70,29.97 Steady ,41,9,E,4
Thu Jan 28 16:49:52 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,51,51,71,50,0,72,29.99 Steady ,42,10,CALM,0
Thu Jan 28 17:14:05 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,53,53,71,50,0,69,30.01 Rising Rapidly ,43,10,CALM,0
Thu Jan 28 17:30:06 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,53,53,71,50,0,69,30.01 Rising Rapidly ,43,10,CALM,0
Fri Jan 29 08:42:19 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,56,56,70,51,0,80,30.06 Steady ,50,9,CALM,0
Fri Jan 29 09:26:14 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,57,57,70,51,0,72,30.05 Falling ,48,10,CALM,0
Fri Jan 29 11:58:16 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,55,55,69,50,0,69,30.05 Steady ,45,10,CALM,0
Fri Jan 29 12:42:58 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,69,50,0,79,30.04 Steady ,45,10,CALM,0
Fri Jan 29 13:30:42 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,69,50,0,71,30.04 Steady ,43,10,CALM,0
Fri Jan 29 14:18:31 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,50,50,69,50,0,77,30.04 Steady ,43,10,CALM,0
Fri Jan 29 15:03:19 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Clear,50,50,69,50,0,77,30.04 Steady ,43,10,CALM,0
Fri Jan 29 15:48:52 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Sunny,50,50,69,50,0,78,30.03 Steady ,43,10,ENE,1
Fri Jan 29 16:36:40 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,52,52,69,50,0,63,30.05 Rising Rapidly ,40,10,CALM,0
Fri Jan 29 17:21:05 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,54,54,69,50,0,59,30.05 Steady ,40,10,CALM,0
Fri Jan 29 18:09:34 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,58,58,69,50,0,56,30.05 Steady ,43,10,CALM,0
Fri Jan 29 18:54:32 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,61,61,68,50,0,50,30.06 Steady ,42,10,SSE,1
Fri Jan 29 19:46:32 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,64,64,66,51,0,40,30.07 Steady ,39,10,NE,4
Fri Jan 29 20:44:21 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,64,64,66,51,0,40,30.06 Steady ,40,10,SSE,1
Fri Jan 29 21:28:58 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,66,66,67,51,0,38,30.03 Falling Rapidly ,40,10,CALM,0
Fri Jan 29 22:15:35 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,67,67,66,51,0,37,30.01 Falling Rapidly ,40,10,CALM,0
Fri Jan 29 23:00:30 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,67,67,66,51,0,38,30.01 Steady ,40,10,CALM,0
Fri Jan 29 23:44:45 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,66,66,66,51,10,42,30.01 Steady ,42,9,WSW,1
Sat Jan 30 00:28:51 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,66,66,66,51,10,45,30.00 Falling ,44,10,W,5
Sat Jan 30 01:12:59 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,64,64,66,51,10,51,30.00 Steady ,45,8,W,6
Sat Jan 30 01:56:57 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,63,63,66,51,10,55,30.00 Steady ,47,8,SW,1
Sat Jan 30 02:41:15 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Clear,61,61,66,51,10,64,30.01 Steady ,49,10,CALM,0
Sat Jan 30 03:24:45 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,60,60,66,51,10,69,30.01 Steady ,50,10,CALM,0
Sat Jan 30 04:08:41 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,57,57,66,51,10,77,30.01 Steady ,50,8,NNE,1
Sat Jan 30 04:52:27 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,66,51,10,86,30.02 Steady ,52,7,CALM,0
Sat Jan 30 05:36:11 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,66,51,10,86,30.02 Steady ,52,6,CALM,0
Sat Jan 30 06:20:18 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,66,51,10,86,30.02 Steady ,52,6,CALM,0
Sat Jan 30 07:06:17 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,66,51,10,87,30.02 Steady ,52,5,CALM,0
Sat Jan 30 07:48:57 2010," US and USA, CA and California, Los Angeles, 90001",Clear,55,55,66,51,10,88,30.03 Steady ,51,5,CALM,0
Sat Jan 30 08:32:12 2010," US and USA, CA and California, Los Angeles, 90001",Clear,54,54,66,51,10,87,30.03 Steady ,50,5,CALM,0
Sat Jan 30 11:13:58 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Cloudy,54,54,68,48,10,86,30.01 Falling ,50,5,CALM,0
Sat Jan 30 12:01:48 2010," US and USA, CA and California, Los Angeles, 90001",Cloudy,54,54,68,48,10,82,30.00 Falling ,48,6,CALM,0
Sat Jan 30 12:45:24 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,53,53,68,48,10,84,30.00 Steady ,49,6,CALM,0
Sat Jan 30 13:28:38 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,68,48,10,83,29.99 Falling ,47,5,CALM,0
Sat Jan 30 14:12:49 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,68,48,10,84,29.99 Steady ,48,5,CALM,0
Sat Jan 30 14:57:06 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,68,48,10,80,29.98 Steady ,46,7,CALM,0
Sat Jan 30 15:42:44 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,49,49,68,48,10,87,29.99 Steady ,46,5,CALM,0
Sat Jan 30 16:27:42 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,50,50,68,48,10,87,29.99 Steady ,46,5,CALM,0
Sat Jan 30 17:12:09 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,49,49,68,48,10,88,30.00 Steady ,46,5,CALM,0
Sat Jan 30 17:55:19 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Cloudy,54,54,68,48,10,77,30.01 Steady ,46,6,CALM,0
Sat Jan 30 18:39:19 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Cloudy,57,57,67,48,10,68,30.01 Steady ,47,7,CALM,0
Sat Jan 30 19:22:37 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,59,59,66,48,10,67,30.01 Steady ,48,6,CALM,0
Sat Jan 30 20:06:53 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,62,62,66,48,10,62,30.01 Steady ,49,7,W,1
Sat Jan 30 20:49:57 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Sunny,63,63,66,48,10,62,30.00 Steady ,50,8,WSW,4
Sat Jan 30 21:33:44 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,63,63,64,48,10,59,29.98 Steady ,48,7,W,4
Sat Jan 30 22:17:15 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,63,63,64,48,10,58,29.95 Falling Rapidly ,48,10,CALM,0
Sat Jan 30 23:02:41 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,63,63,64,48,10,58,29.95 Steady ,48,10,NW,1
Sat Jan 30 23:47:35 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Sunny,63,63,64,48,10,58,29.94 Steady ,48,10,CALM,0
Sun Jan 31 00:31:34 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,63,63,64,48,10,58,29.93 Falling ,48,10,SW,3
Sun Jan 31 01:22:01 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,61,61,64,48,10,60,29.93 Steady ,47,10,CALM,0
Sun Jan 31 02:06:01 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,58,58,64,48,10,67,29.93 Steady ,47,8,CALM,0
Sun Jan 31 02:49:25 2010," US and USA, CA and California, Los Angeles, 90001",Clear,57,57,64,48,10,73,29.94 Steady ,48,9,W,4
Sun Jan 31 03:33:20 2010," US and USA, CA and California, Los Angeles, 90001",Clear,55,55,64,48,10,79,29.94 Steady ,49,9,WNW,3
Sun Jan 31 04:17:08 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,64,48,10,77,29.94 Steady ,49,10,CALM,0
Sun Jan 31 05:01:24 2010," US and USA, CA and California, Los Angeles, 90001",Clear,54,54,64,48,10,83,29.94 Steady ,49,9,CALM,0
Sun Jan 31 05:47:47 2010," US and USA, CA and California, Los Angeles, 90001",Clear,54,54,64,48,10,82,29.94 Steady ,49,10,CALM,0
Sun Jan 31 06:32:39 2010," US and USA, CA and California, Los Angeles, 90001",Clear,54,54,64,48,10,83,29.94 Steady ,49,10,CALM,0
Sun Jan 31 07:15:31 2010," US and USA, CA and California, Los Angeles, 90001",Clear,54,54,64,48,10,83,29.94 Rising ,49,10,CALM,0
Sun Jan 31 08:02:14 2010," US and USA, CA and California, Los Angeles, 90001",Clear,53,53,64,48,10,84,29.94 Steady ,49,10,CALM,0
Sun Jan 31 08:46:54 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,64,48,10,84,29.95 Steady ,48,10,CALM,0
Sun Jan 31 09:30:09 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,53,53,64,48,10,83,29.95 Steady ,48,10,CALM,0
Sun Jan 31 10:13:20 2010," US and USA, CA and California, Los Angeles, 90001",Clear,53,53,64,48,10,83,29.94 Falling ,48,8,CALM,0
Sun Jan 31 10:57:08 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,64,48,10,82,29.94 Steady ,47,8,CALM,0
Sun Jan 31 11:40:39 2010," US and USA, CA and California, Los Angeles, 90001",Clear,50,50,68,49,10,87,29.94 Steady ,47,6,CALM,0
Sun Jan 31 12:24:14 2010," US and USA, CA and California, Los Angeles, 90001",Clear,52,52,68,49,10,80,29.94 Steady ,46,7,CALM,0
Sun Jan 31 13:07:37 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,68,49,10,82,29.94 Steady ,46,7,CALM,0
Sun Jan 31 13:51:14 2010," US and USA, CA and California, Los Angeles, 90001",Clear,49,49,68,49,10,84,29.93 Steady ,45,6,CALM,0
Sun Jan 31 14:34:02 2010," US and USA, CA and California, Los Angeles, 90001",Clear,48,48,68,49,10,84,29.93 Steady ,44,7,CALM,0
Sun Jan 31 15:18:08 2010," US and USA, CA and California, Los Angeles, 90001",Clear,48,48,68,49,10,83,29.94 Rising ,43,6,CALM,0
Sun Jan 31 16:01:40 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,48,48,68,49,10,84,29.94 Steady ,43,6,E,1
Sun Jan 31 16:51:27 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,47,47,68,49,10,86,29.95 Rising ,43,5,CALM,0
Sun Jan 31 17:35:05 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,52,52,67,49,10,78,29.96 Steady ,45,5,CALM,0
Sun Jan 31 18:20:05 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,52,52,68,49,10,74,29.98 Rising Rapidly ,44,6,CALM,0
Sun Jan 31 19:03:52 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,55,55,68,49,10,71,29.98 Steady ,46,6,CALM,0
Sun Jan 31 19:49:22 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,60,60,66,49,10,62,29.99 Steady ,46,7,CALM,0
Sun Jan 31 20:32:12 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,64,64,66,49,10,48,29.97 Steady ,44,8,CALM,0
Sun Jan 31 21:16:50 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,64,64,67,49,10,46,29.93 Falling Rapidly ,43,8,CALM,0
Sun Jan 31 21:59:37 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,65,65,67,49,10,43,29.93 Steady ,42,9,CALM,0
Sun Jan 31 22:44:27 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,65,65,66,49,10,47,29.92 Steady ,44,6,WSW,1
Sun Jan 31 23:27:47 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,66,66,66,49,10,52,29.90 Falling Rapidly ,48,8,W,5
Mon Feb  1 00:11:45 2010," US and USA, CA and California, Los Angeles, 90001",Sunny,64,64,66,49,10,56,29.90 Steady ,48,7,WNW,5
Mon Feb  1 00:54:40 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Sunny,62,62,66,49,10,57,29.92 Steady ,47,8,WNW,5
Mon Feb  1 01:40:57 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,61,61,66,49,10,61,29.92 Steady ,47,8,CALM,0
Mon Feb  1 02:24:57 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,60,60,66,49,10,64,29.93 Rising ,48,8,WNW,3
Mon Feb  1 03:08:37 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,58,58,66,49,10,70,29.93 Steady ,48,7,NW,3
Mon Feb  1 03:53:18 2010," US and USA, CA and California, Los Angeles, 90001",Clear,57,57,66,49,10,73,29.94 Steady ,49,9,CALM,0
Mon Feb  1 04:38:06 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,66,49,10,77,29.94 Steady ,49,10,CALM,0
Mon Feb  1 05:21:15 2010," US and USA, CA and California, Los Angeles, 90001",Clear,57,57,66,49,10,74,29.95 Rising ,49,10,CALM,0
Mon Feb  1 06:06:09 2010," US and USA, CA and California, Los Angeles, 90001",Clear,56,56,66,49,10,77,29.95 Steady ,49,10,CALM,0
Mon Feb  1 06:49:19 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,56,56,66,49,10,79,29.95 Steady ,49,10,CALM,0
Mon Feb  1 07:33:08 2010," US and USA, CA and California, Los Angeles, 90001",Clear,55,55,66,49,10,79,29.95 Steady ,49,9,CALM,0
Mon Feb  1 08:16:33 2010," US and USA, CA and California, Los Angeles, 90001",Clear,55,55,66,49,10,80,29.95 Steady ,49,9,ESE,1
Mon Feb  1 09:00:01 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Clear,55,55,66,49,10,79,29.95 Steady ,48,8,ESE,1
Mon Feb  1 09:42:58 2010," US and USA, CA and California, Los Angeles, 90001",Clear,55,55,66,49,10,79,29.96 Steady ,48,8,CALM,0
Mon Feb  1 10:26:31 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,54,54,66,49,10,77,29.96 Steady ,47,7,CALM,0
Mon Feb  1 11:09:28 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,53,53,66,49,10,80,29.96 Steady ,47,7,CALM,0
Mon Feb  1 11:52:55 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,66,51,10,84,29.96 Steady ,47,5,CALM,0
Mon Feb  1 12:36:18 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,66,51,10,87,29.96 Steady ,47,5,CALM,0
Mon Feb  1 13:19:49 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,66,51,10,80,29.95 Falling ,45,6,CALM,0
Mon Feb  1 14:03:43 2010," US and USA, CA and California, Los Angeles, 90001",Clear,51,51,66,51,10,80,29.95 Steady ,45,6,CALM,0
Mon Feb  1 14:48:46 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,50,50,66,51,10,80,29.95 Steady ,44,7,CALM,0
Mon Feb  1 15:32:31 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,51,51,66,51,10,77,29.95 Steady ,44,8,CALM,0
Mon Feb  1 16:17:14 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,51,51,66,51,10,78,29.95 Steady ,44,8,CALM,0
Mon Feb  1 17:02:01 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,52,52,66,51,10,73,29.95 Steady ,43,9,CALM,0
Mon Feb  1 17:45:49 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,54,54,65,51,10,70,29.97 Steady ,44,8,CALM,0
Mon Feb  1 18:29:19 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,57,57,65,51,10,62,29.96 Falling ,44,7,CALM,0
Mon Feb  1 19:13:05 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,61,61,65,51,10,53,29.96 Steady ,44,9,CALM,0
Mon Feb  1 19:57:55 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,63,63,65,51,10,51,29.97 Steady ,45,7,E,1
Mon Feb  1 20:44:20 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Sunny,65,65,65,51,10,51,29.96 Steady ,46,6,CALM,0
Mon Feb  1 21:29:20 2010," US and USA, CA and California, Los Angeles, 90001",Partly Cloudy,65,65,67,51,10,47,29.93 Falling Rapidly ,44,6,CALM,0
Mon Feb  1 22:12:41 2010," US and USA, CA and California, Los Angeles, 90001",Mostly Sunny,67,67,67,51,10,45,29.93 Steady ,45,7,CALM,0
