0,entity,Domain,Conditions,Wet,day,,,,,,,,,,
11,38,Austin,Cloudy,85,1,,,,,,,,,,
12,38,Austin,Cloudy,86,1,,,,,,,,,,
1,39,Austin,Cloudy,,1,,,,,,,,,,
2,39,Austin,Overcast,87,1,,,,,,,,,,
3,39,Austin,Overcast,86,1,,,,,,,,,,
4,39,Austin,Overcast,77,1,,,,,,,,,,
5,39,Austin,Cloudy,85,1,,,,,,,,,,
6,39,Austin,Overcast,84,1,,,,,,,,,,
7,39,Austin,Cloudy,87,1,,,,,,,,,,
14,39,Austin,Cloudy,86,1,,,,,,,,,,
8,39,Austin,Cloudy,85,1,,,,,,,,,,
9,39,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,39,Austin,mostly cloudy,87,1,,,,,,,,,,
11,39,Austin,Cloudy,85,1,,,,,,,,,,
12,39,Austin,Cloudy,86,1,,,,,,,,,,
1,40,Austin,Cloudy,,1,,,,,,,,,,
2,40,Austin,Fog And Mist,87,1,,,,,,,,,,
3,40,Austin,Overcast,86,1,,,,,,,,,,
4,40,Austin,Overcast,80,1,,,,,,,,,,
5,40,Austin,Showers,85,1,,,,,,,,,,
6,40,Austin,Mist,88,1,,,,,,,,,,
7,40,Austin,Cloudy,85,1,,,,,,,,,,
14,40,Austin,Cloudy,86,1,,,,,,,,,,
8,40,Austin,Showers,85,1,,,,,,,,,,
9,40,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,40,Austin,mostly cloudy,87,1,,,,,,,,,,
11,40,Austin,Mist,85,1,,,,,,,,,,
12,40,Austin,Cloudy,86,1,,,,,,,,,,
1,41,Austin,Cloudy,,1,,,,,,,,,,
2,41,Austin,Fog And Mist,87,1,,,,,,,,,,
3,41,Austin,Overcast,89,1,,,,,,,,,,
4,41,Austin,Overcast,78,1,,,,,,,,,,
5,41,Austin,Showers,85,1,,,,,,,,,,
6,41,Austin,Mist,90,1,,,,,,,,,,
7,41,Austin,Cloudy,88,1,,,,,,,,,,
14,41,Austin,Drizzle,86,1,,,,,,,,,,
8,41,Austin,Showers,85,1,,,,,,,,,,
9,41,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,41,Austin,mostly cloudy,87,1,,,,,,,,,,
11,41,Austin,Mist,85,1,,,,,,,,,,
12,41,Austin,Light Fog,93,1,,,,,,,,,,
1,42,Austin,Cloudy,,1,,,,,,,,,,
2,42,Austin,Fog And Mist,87,1,,,,,,,,,,
3,42,Austin,Overcast,86,1,,,,,,,,,,
4,42,Austin,Overcast,79,1,,,,,,,,,,
5,42,Austin,Showers,92,1,,,,,,,,,,
6,42,Austin,Mist,96,1,,,,,,,,,,
7,42,Austin,Cloudy,87,1,,,,,,,,,,
14,42,Austin,Drizzle,86,1,,,,,,,,,,
8,42,Austin,Showers,85,1,,,,,,,,,,
9,42,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,42,Austin,mostly cloudy,87,1,,,,,,,,,,
11,42,Austin,Mist,92,1,,,,,,,,,,
12,42,Austin,Light Fog,93,1,,,,,,,,,,
1,43,Austin,Cloudy,,1,,,,,,,,,,
2,43,Austin,Fog And Mist,87,1,,,,,,,,,,
3,43,Austin,Overcast,89,1,,,,,,,,,,
4,43,Austin,Overcast,79,1,,,,,,,,,,
5,43,Austin,Showers,93,1,,,,,,,,,,
6,43,Austin,Mist,95,1,,,,,,,,,,
7,43,Austin,Cloudy,87,1,,,,,,,,,,
14,43,Austin,Drizzle,93,1,,,,,,,,,,
8,43,Austin,Showers,92,1,,,,,,,,,,
9,43,Austin,Short term forecastFog,93,1,,,,,,,,,,
10,43,Austin,mostly cloudy,93,1,,,,,,,,,,
11,43,Austin,Mist,93,1,,,,,,,,,,
12,43,Austin,Cloudy,93,1,,,,,,,,,,
1,44,Austin,Fog,,1,,,,,,,,,,
2,44,Austin,Fog And Mist,93,1,,,,,,,,,,
3,44,Austin,Overcast,93,1,,,,,,,,,,
4,44,Austin,Overcast,81,1,,,,,,,,,,
5,44,Austin,Showers,92,1,,,,,,,,,,
6,44,Austin,Mist,92,1,,,,,,,,,,
7,44,Austin,Fog,93,1,,,,,,,,,,
14,44,Austin,Drizzle,93,1,,,,,,,,,,
8,44,Austin,Showers,92,1,,,,,,,,,,
9,44,Austin,Short term forecastFog,93,1,,,,,,,,,,
10,44,Austin,mostly cloudy,93,1,,,,,,,,,,
11,44,Austin,Mist,92,1,,,,,,,,,,
1,45,Austin,Fog,,1,,,,,,,,,,
2,45,Austin,Fog And Mist,87,1,,,,,,,,,,
3,45,Austin,Overcast,93,1,,,,,,,,,,
4,45,Austin,Overcast,80,1,,,,,,,,,,
5,45,Austin,Showers,88,1,,,,,,,,,,
6,45,Austin,Mist,93,1,,,,,,,,,,
7,45,Austin,Fog,89,1,,,,,,,,,,
14,45,Austin,Drizzle,93,1,,,,,,,,,,
8,45,Austin,Showers,92,1,,,,,,,,,,
9,45,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,45,Austin,mostly cloudy,93,1,,,,,,,,,,
11,45,Austin,Mist,88,1,,,,,,,,,,
12,45,Austin,Light Fog,93,1,,,,,,,,,,
1,46,Austin,Fog,,1,,,,,,,,,,
2,46,Austin,Fog And Mist,93,1,,,,,,,,,,
3,46,Austin,Overcast,93,1,,,,,,,,,,
4,46,Austin,Overcast,80,1,,,,,,,,,,
5,46,Austin,Rain,95,1,,,,,,,,,,
6,46,Austin,Mist,93,1,,,,,,,,,,
7,46,Austin,Fog,93,1,,,,,,,,,,
14,46,Austin,Drizzle,89,1,,,,,,,,,,
8,46,Austin,Showers,88,1,,,,,,,,,,
9,46,Austin,Fog,93,1,,,,,,,,,,
10,46,Austin,mostly cloudy,87,1,,,,,,,,,,
11,46,Austin,Rain,95,1,,,,,,,,,,
12,46,Austin,Light Fog,93,1,,,,,,,,,,
1,47,Austin,Cloudy,,1,,,,,,,,,,
2,47,Austin,Fog And Mist,93,1,,,,,,,,,,
3,47,Austin,Overcast,89,1,,,,,,,,,,
4,47,Austin,Overcast,77,1,,,,,,,,,,
5,47,Austin,Rain,95,1,,,,,,,,,,
6,47,Austin,Mist,91,1,,,,,,,,,,
7,47,Austin,Cloudy,87,1,,,,,,,,,,
14,47,Austin,Drizzle,89,1,,,,,,,,,,
8,47,Austin,Rain,95,1,,,,,,,,,,
9,47,Austin,Fog,87,1,,,,,,,,,,
10,47,Austin,light rain,93,1,,,,,,,,,,
11,47,Austin,Rain,95,1,,,,,,,,,,
12,47,Austin,Light Fog,93,1,,,,,,,,,,
1,48,Austin,Cloudy,,1,,,,,,,,,,
2,48,Austin,Fog And Mist,87,1,,,,,,,,,,
3,48,Austin,Overcast,87,1,,,,,,,,,,
4,48,Austin,Overcast,77,1,,,,,,,,,,
5,48,Austin,Cloudy,92,1,,,,,,,,,,
6,48,Austin,Mist,86,1,,,,,,,,,,
7,48,Austin,Cloudy,89,1,,,,,,,,,,
14,48,Austin,Showers,96,1,,,,,,,,,,
8,48,Austin,Rain,95,1,,,,,,,,,,
9,48,Austin,Fog,87,1,,,,,,,,,,
10,48,Austin,mostly cloudy,87,1,,,,,,,,,,
11,48,Austin,Cloudy,92,1,,,,,,,,,,
12,48,Austin,Light Fog,93,1,,,,,,,,,,
1,49,Austin,Cloudy,,1,,,,,,,,,,
2,49,Austin,Fog And Mist,87,1,,,,,,,,,,
3,49,Austin,Overcast,86,1,,,,,,,,,,
4,49,Austin,Overcast,73,1,,,,,,,,,,
5,49,Austin,Fog,88,1,,,,,,,,,,
6,49,Austin,Mist,81,1,,,,,,,,,,
7,49,Austin,Cloudy,86,1,,,,,,,,,,
14,49,Austin,Foggy,93,1,,,,,,,,,,
8,49,Austin,Fog,92,1,,,,,,,,,,
9,49,Austin,Short term forecastFog,87,1,,,,,,,,,,
10,49,Austin,mostly cloudy,87,1,,,,,,,,,,
11,49,Austin,Light Fog,88,1,,,,,,,,,,
12,49,Austin,Light Fog,93,1,,,,,,,,,,
1,50,Austin,Cloudy,,1,,,,,,,,,,
2,50,Austin,Fog And Mist,81,1,,,,,,,,,,
3,50,Austin,Haze,82,1,,,,,,,,,,
4,50,Austin,Haze,72,1,,,,,,,,,,
5,50,Austin,Fog,88,1,,,,,,,,,,
6,50,Austin,Hazy,77,1,,,,,,,,,,
7,50,Austin,Cloudy,82,1,,,,,,,,,,
14,50,Austin,Cloudy,89,1,,,,,,,,,,
8,50,Austin,Fog,81,1,,,,,,,,,,
9,50,Austin,Short term forecastHaze,81,1,,,,,,,,,,
10,50,Austin,mostly cloudy,81,1,,,,,,,,,,
11,50,Austin,Light Fog,88,1,,,,,,,,,,
12,50,Austin,Mostly Cloudy,87,1,,,,,,,,,,
1,51,Austin,Cloudy,,1,,,,,,,,,,
2,51,Austin,Overcast,76,1,,,,,,,,,,
3,51,Austin,Overcast,76,1,,,,,,,,,,
4,51,Austin,Haze,72,1,,,,,,,,,,
5,51,Austin,Fog,87,1,,,,,,,,,,
6,51,Austin,Overcast,77,1,,,,,,,,,,
7,51,Austin,Cloudy,77,1,,,,,,,,,,
14,51,Austin,Cloudy,89,1,,,,,,,,,,
8,51,Austin,Fog,87,1,,,,,,,,,,
9,51,Austin,Short term forecastCloudy,76,1,,,,,,,,,,
10,51,Austin,mostly cloudy,87,1,,,,,,,,,,
11,51,Austin,Light Fog,87,1,,,,,,,,,,
12,51,Austin,Mostly Cloudy,93,1,,,,,,,,,,
1,52,Austin,Cloudy,,1,,,,,,,,,,
2,52,Austin,Hazy,81,1,,,,,,,,,,
3,52,Austin,Haze,82,1,,,,,,,,,,
4,52,Austin,Haze,76,1,,,,,,,,,,
5,52,Austin,Fog,88,1,,,,,,,,,,
6,52,Austin,Hazy,79,1,,,,,,,,,,
7,52,Austin,Cloudy,82,1,,,,,,,,,,
14,52,Austin,Foggy,87,1,,,,,,,,,,
8,52,Austin,Fog,88,1,,,,,,,,,,
9,52,Austin,Short term forecastHaze,81,1,,,,,,,,,,
10,52,Austin,mostly cloudy,87,1,,,,,,,,,,
11,52,Austin,Light Fog,88,1,,,,,,,,,,
12,52,Austin,Light Fog,87,1,,,,,,,,,,
13,53,Austin,Overcast with Haze,82,1,,,,,,,,,,
13,54,Austin,Overcast with Haze,82,1,,,,,,,,,,
13,55,Austin,Overcast with Haze,82,1,,,,,,,,,,
13,56,Austin,Overcast,85,1,,,,,,,,,,
13,57,Austin,Fog/Mist,85,1,,,,,,,,,,
13,58,Austin,Fog/Mist,85,1,,,,,,,,,,
13,59,Austin,Fog/Mist,85,1,,,,,,,,,,
13,60,Austin,Overcast,85,1,,,,,,,,,,
13,61,Austin,Overcast,85,1,,,,,,,,,,
13,62,Austin,Overcast,85,1,,,,,,,,,,
13,63,Austin,Overcast,85,1,,,,,,,,,,
13,64,Austin,Overcast,85,1,,,,,,,,,,
13,65,Austin,Overcast,85,1,,,,,,,,,,
13,66,Austin,Overcast,89,1,,,,,,,,,,
13,67,Austin,Overcast,85,1,,,,,,,,,,
13,68,Austin,Overcast,85,1,,,,,,,,,,
13,69,Austin,Overcast,82,1,,,,,,,,,,
13,70,Austin,Overcast,82,1,,,,,,,,,,
13,71,Austin,Overcast,82,1,,,,,,,,,,
13,72,Austin,Fog/Mist,86,1,,,,,,,,,,
13,73,Austin,Fog/Mist,89,1,,,,,,,,,,
13,74,Austin,Fog/Mist,89,1,,,,,,,,,,
13,75,Austin,Fog/Mist,86,1,,,,,,,,,,
13,75,Austin,Light Drizzle Fog/Mist,97,1,,,,,,,,,,
13,76,Austin,Fog/Mist,89,1,,,,,,,,,,
13,77,Austin,Fog/Mist,89,1,,,,,,,,,,
13,78,Austin,Fog/Mist,89,1,,,,,,,,,,
13,79,Austin,Fog/Mist,93,1,,,,,,,,,,
13,80,Austin,Fog/Mist,89,1,,,,,,,,,,
13,81,Austin,Fog/Mist,89,1,,,,,,,,,,
13,82,Austin,Fog/Mist,86,1,,,,,,,,,,
13,83,Austin,Overcast with Haze,83,1,,,,,,,,,,
13,84,Austin,Overcast with Haze,83,1,,,,,,,,,,
13,85,Austin,Overcast with Haze,83,1,,,,,,,,,,
1,86,Austin,Partly Cloudy,,1,,,,,,,,,,
2,86,Austin,Partly Cloudy,61,1,,,,,,,,,,
3,86,Austin,Scattered Clouds,60,1,,,,,,,,,,
4,86,Austin,Scattered Clouds,46,1,,,,,,,,,,
5,86,Austin,Cloudy,64,1,,,,,,,,,,
6,86,Austin,Partly Cloudy,50,1,,,,,,,,,,
7,86,Austin,Partly Cloudy,60,1,,,,,,,,,,
14,86,Austin,Cloudy,65,1,,,,,,,,,,
8,86,Austin,Cloudy,64,1,,,,,,,,,,
9,86,Austin,Partly Cloudy,60,1,,,,,,,,,,
10,86,Austin,mostly cloudy,61,1,,,,,,,,,,
11,86,Austin,Cloudy,64,1,,,,,,,,,,
12,86,Austin,Cloudy,65,1,,,,,,,,,,
13,86,Austin,Partly Cloudy,60,1,,,,,,,,,,
1,87,Austin,Partly Cloudy,,1,,,,,,,,,,
2,87,Austin,Partly Cloudy,61,1,,,,,,,,,,
3,87,Austin,Mostly Cloudy,60,1,,,,,,,,,,
4,87,Austin,Mostly Cloudy,51,1,,,,,,,,,,
5,87,Austin,Partly Sunny,56,1,,,,,,,,,,
6,87,Austin,Mostly Cloudy,49,1,,,,,,,,,,
7,87,Austin,Mostly Cloudy,60,1,,,,,,,,,,
14,87,Austin,Mostly Cloudy,65,1,,,,,,,,,,
8,87,Austin,Cloudy,64,1,,,,,,,,,,
9,87,Austin,Mostly Cloudy,60,1,,,,,,,,,,
10,87,Austin,mostly cloudy,65,1,,,,,,,,,,
11,87,Austin,Partly Sunny,56,1,,,,,,,,,,
12,87,Austin,Cloudy,64,1,,,,,,,,,,
13,87,Austin,Mostly Cloudy,60,1,,,,,,,,,,
1,88,Austin,Mostly Cloudy,,1,,,,,,,,,,
2,88,Austin,Mostly Cloudy,60,1,,,,,,,,,,
3,88,Austin,Mostly Cloudy,60,1,,,,,,,,,,
4,88,Austin,Partly Cloudy,52,1,,,,,,,,,,
5,88,Austin,Partly Sunny,56,1,,,,,,,,,,
6,88,Austin,Mostly Cloudy,51,1,,,,,,,,,,
7,88,Austin,Mostly Cloudy,61,1,,,,,,,,,,
14,88,Austin,Mostly Cloudy,65,1,,,,,,,,,,
8,88,Austin,Partly Sunny,56,1,,,,,,,,,,
9,88,Austin,Mostly Cloudy,60,1,,,,,,,,,,
10,88,Austin,clear sky,56,1,,,,,,,,,,
11,88,Austin,Partly Sunny,56,1,,,,,,,,,,
12,88,Austin,Cloudy,69,1,,,,,,,,,,
13,88,Austin,A Few Clouds,62,1,,,,,,,,,,
1,89,Austin,Partly Cloudy,,1,,,,,,,,,,
2,89,Austin,Partly Cloudy,65,1,,,,,,,,,,
3,89,Austin,Partly Cloudy,62,1,,,,,,,,,,
4,89,Austin,Partly Cloudy,51,1,,,,,,,,,,
5,89,Austin,Partly Cloudy,64,1,,,,,,,,,,
6,89,Austin,Partly Cloudy,50,1,,,,,,,,,,
7,89,Austin,Partly Cloudy,62,1,,,,,,,,,,
14,89,Austin,Partly Cloudy,57,1,,,,,,,,,,
8,89,Austin,Partly Cloudy,64,1,,,,,,,,,,
9,89,Austin,Mostly Sunny,64,1,,,,,,,,,,
10,89,Austin,clear sky,65,1,,,,,,,,,,
11,89,Austin,Partly Cloudy,64,1,,,,,,,,,,
12,89,Austin,Cloudy,69,1,,,,,,,,,,
13,89,Austin,A Few Clouds,62,1,,,,,,,,,,
1,90,Austin,Cloudy,,1,,,,,,,,,,
2,90,Austin,Overcast,65,1,,,,,,,,,,
3,90,Austin,Overcast,62,1,,,,,,,,,,
4,90,Austin,Overcast,51,1,,,,,,,,,,
5,90,Austin,Partly Cloudy,64,1,,,,,,,,,,
6,90,Austin,Overcast,51,1,,,,,,,,,,
7,90,Austin,Cloudy,62,1,,,,,,,,,,
14,90,Austin,Partly Cloudy,65,1,,,,,,,,,,
8,90,Austin,Partly Cloudy,64,1,,,,,,,,,,
9,90,Austin,Cloudy,64,1,,,,,,,,,,
10,90,Austin,clear sky,65,1,,,,,,,,,,
11,90,Austin,Partly Cloudy,64,1,,,,,,,,,,
12,90,Austin,Cloudy,69,1,,,,,,,,,,
13,90,Austin,Overcast,62,1,,,,,,,,,,
1,91,Austin,Partly Cloudy,,1,,,,,,,,,,
2,91,Austin,Overcast,65,1,,,,,,,,,,
3,91,Austin,Scattered Clouds,64,1,,,,,,,,,,
4,91,Austin,Scattered Clouds,53,1,,,,,,,,,,
5,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
6,91,Austin,Partly Cloudy,52,1,,,,,,,,,,
7,91,Austin,Cloudy,63,1,,,,,,,,,,
14,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
8,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
9,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
10,91,Austin,clear sky,64,1,,,,,,,,,,
11,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
12,91,Austin,Cloudy,69,1,,,,,,,,,,
13,91,Austin,Partly Cloudy,64,1,,,,,,,,,,
1,92,Austin,Partly Cloudy,,1,,,,,,,,,,
2,92,Austin,Partly Cloudy,65,1,,,,,,,,,,
3,92,Austin,Scattered Clouds,64,1,,,,,,,,,,
4,92,Austin,Scattered Clouds,58,1,,,,,,,,,,
5,92,Austin,Partly Cloudy,64,1,,,,,,,,,,
6,92,Austin,Partly Cloudy,57,1,,,,,,,,,,
7,92,Austin,Mostly Cloudy,66,1,,,,,,,,,,
14,92,Austin,Partly Cloudy,64,1,,,,,,,,,,
8,92,Austin,Partly Cloudy,64,1,,,,,,,,,,
9,92,Austin,Partly Cloudy,64,1,,,,,,,,,,
10,92,Austin,clear sky,64,1,,,,,,,,,,
11,92,Austin,Partly Cloudy,64,1,,,,,,,,,,
12,92,Austin,Partly Cloudy,80,1,,,,,,,,,,
13,92,Austin,Fair,72,1,,,,,,,,,,
1,93,Austin,Fair,,1,,,,,,,,,,
2,93,Austin,Clear,70,1,,,,,,,,,,
3,93,Austin,Mostly Cloudy,70,1,,,,,,,,,,
4,93,Austin,Mostly Cloudy,60,1,,,,,,,,,,
5,93,Austin,Partly Cloudy,69,1,,,,,,,,,,
6,93,Austin,Mostly Cloudy,60,1,,,,,,,,,,
7,93,Austin,Mostly Cloudy,70,1,,,,,,,,,,
14,93,Austin,Partly Cloudy,64,1,,,,,,,,,,
8,93,Austin,Partly Cloudy,69,1,,,,,,,,,,
9,93,Austin,Clear,69,1,,,,,,,,,,
10,93,Austin,clear sky,64,1,,,,,,,,,,
11,93,Austin,Partly Cloudy,69,1,,,,,,,,,,
12,93,Austin,Partly Cloudy,80,1,,,,,,,,,,
13,93,Austin,Fair,72,1,,,,,,,,,,
1,94,Austin,Mostly Cloudy,,1,,,,,,,,,,
2,94,Austin,Mostly Cloudy,70,1,,,,,,,,,,
3,94,Austin,Scattered Clouds,70,1,,,,,,,,,,
4,94,Austin,Scattered Clouds,61,1,,,,,,,,,,
5,94,Austin,Partly Cloudy,75,1,,,,,,,,,,
6,94,Austin,Partly Cloudy,60,1,,,,,,,,,,
7,94,Austin,Mostly Cloudy,70,1,,,,,,,,,,
14,94,Austin,Partly Cloudy,64,1,,,,,,,,,,
8,94,Austin,Partly Cloudy,69,1,,,,,,,,,,
9,94,Austin,Mostly Cloudy,69,1,,,,,,,,,,
10,94,Austin,clear sky,69,1,,,,,,,,,,
11,94,Austin,Partly Cloudy,75,1,,,,,,,,,,
12,94,Austin,Clear,74,1,,,,,,,,,,
13,94,Austin,Mostly Cloudy,72,1,,,,,,,,,,
1,95,Austin,Partly Cloudy,,1,,,,,,,,,,
2,95,Austin,Partly Cloudy,70,1,,,,,,,,,,
3,95,Austin,Clear,73,1,,,,,,,,,,
4,95,Austin,Clear,61,1,,,,,,,,,,
5,95,Austin,Partly Cloudy,75,1,,,,,,,,,,
6,95,Austin,Partly Cloudy,61,1,,,,,,,,,,
7,95,Austin,Partly Cloudy,69,1,,,,,,,,,,
14,95,Austin,Partly Cloudy,75,1,,,,,,,,,,
8,95,Austin,Partly Cloudy,75,1,,,,,,,,,,
9,95,Austin,Partly Cloudy,69,1,,,,,,,,,,
10,95,Austin,clear sky,75,1,,,,,,,,,,
11,95,Austin,Clear,71,1,,,,,,,,,,
12,95,Austin,Clear,80,1,,,,,,,,,,
13,95,Austin,Fair,73,1,,,,,,,,,,
1,96,Austin,Fair,,1,,,,,,,,,,
2,96,Austin,Clear,75,1,,,,,,,,,,
3,96,Austin,Clear,73,1,,,,,,,,,,
4,96,Austin,Clear,62,1,,,,,,,,,,
5,96,Austin,Clear,71,1,,,,,,,,,,
6,96,Austin,Clear,62,1,,,,,,,,,,
7,96,Austin,Clear,72,1,,,,,,,,,,
14,96,Austin,Partly Cloudy,75,1,,,,,,,,,,
8,96,Austin,Clear,71,1,,,,,,,,,,
9,96,Austin,Clear,74,1,,,,,,,,,,
10,96,Austin,clear sky,69,1,,,,,,,,,,
11,96,Austin,Clear,71,1,,,,,,,,,,
12,96,Austin,Clear,80,1,,,,,,,,,,
13,96,Austin,Fair,73,1,,,,,,,,,,
1,97,Austin,Fair,,1,,,,,,,,,,
2,97,Austin,Clear,75,1,,,,,,,,,,
3,97,Austin,Clear,72,1,,,,,,,,,,
4,97,Austin,Clear,63,1,,,,,,,,,,
5,97,Austin,Partly Cloudy,72,1,,,,,,,,,,
6,97,Austin,Clear,63,1,,,,,,,,,,
7,97,Austin,Clear,67,1,,,,,,,,,,
14,97,Austin,Mostly Clear,72,1,,,,,,,,,,
8,97,Austin,Partly Cloudy,72,1,,,,,,,,,,
9,97,Austin,Clear,74,1,,,,,,,,,,
10,97,Austin,clear sky,69,1,,,,,,,,,,
11,97,Austin,Partly Cloudy,72,1,,,,,,,,,,
12,97,Austin,Mostly Cloudy,74,1,,,,,,,,,,
13,97,Austin,Fair,72,1,,,,,,,,,,
4,98,Austin,Mostly Cloudy,63,1,,,,,,,,,,
5,98,Austin,Mostly Cloudy,72,1,,,,,,,,,,
6,98,Austin,Mostly Cloudy,63,1,,,,,,,,,,
7,98,Austin,Mostly Cloudy,67,1,,,,,,,,,,
14,98,Austin,Partly Cloudy,71,1,,,,,,,,,,
8,98,Austin,Partly Cloudy,75,1,,,,,,,,,,
9,98,Austin,Mostly Cloudy,74,1,,,,,,,,,,
10,98,Austin,clear sky,80,1,,,,,,,,,,
11,98,Austin,Mostly Cloudy,72,1,,,,,,,,,,
12,98,Austin,Cloudy,74,1,,,,,,,,,,
13,98,Austin,Mostly Cloudy,72,1,,,,,,,,,,
1,99,Austin,Mostly Cloudy,,1,,,,,,,,,,
2,99,Austin,Mostly Cloudy,75,1,,,,,,,,,,
3,99,Austin,Overcast,72,1,,,,,,,,,,
4,99,Austin,Overcast,62,1,,,,,,,,,,
5,99,Austin,Mostly Cloudy,72,1,,,,,,,,,,
6,99,Austin,Overcast,62,1,,,,,,,,,,
7,99,Austin,Mostly Cloudy,66,1,,,,,,,,,,
14,99,Austin,Mostly Cloudy,73,1,,,,,,,,,,
8,99,Austin,Mostly Cloudy,72,1,,,,,,,,,,
9,99,Austin,Cloudy,74,1,,,,,,,,,,
10,99,Austin,mostly cloudy,74,1,,,,,,,,,,
11,99,Austin,Mostly Cloudy,72,1,,,,,,,,,,
12,99,Austin,Cloudy,74,1,,,,,,,,,,
13,99,Austin,Overcast,72,1,,,,,,,,,,
1,100,Austin,Cloudy,,1,,,,,,,,,,
2,100,Austin,Overcast,75,1,,,,,,,,,,
3,100,Austin,Overcast,72,1,,,,,,,,,,
4,100,Austin,Overcast,59,1,,,,,,,,,,
5,100,Austin,Cloudy,72,1,,,,,,,,,,
6,100,Austin,Overcast,62,1,,,,,,,,,,
7,100,Austin,Cloudy,68,1,,,,,,,,,,
14,100,Austin,Mostly Cloudy,73,1,,,,,,,,,,
8,100,Austin,Cloudy,72,1,,,,,,,,,,
9,100,Austin,Cloudy,74,1,,,,,,,,,,
10,100,Austin,mostly cloudy,74,1,,,,,,,,,,
11,100,Austin,Cloudy,72,1,,,,,,,,,,
12,100,Austin,Cloudy,74,1,,,,,,,,,,
13,100,Austin,Overcast,72,1,,,,,,,,,,
1,101,Austin,Cloudy,,1,,,,,,,,,,
2,101,Austin,Overcast,69,1,,,,,,,,,,
3,101,Austin,Overcast,69,1,,,,,,,,,,
4,101,Austin,Overcast,59,1,,,,,,,,,,
5,101,Austin,Cloudy,71,1,,,,,,,,,,
6,101,Austin,Overcast,61,1,,,,,,,,,,
7,101,Austin,Cloudy,69,1,,,,,,,,,,
14,101,Austin,Cloudy,73,1,,,,,,,,,,
8,101,Austin,Cloudy,72,1,,,,,,,,,,
9,101,Austin,Cloudy,69,1,,,,,,,,,,
10,101,Austin,mostly cloudy,74,1,,,,,,,,,,
11,101,Austin,Cloudy,71,1,,,,,,,,,,
12,101,Austin,Cloudy,74,1,,,,,,,,,,
13,101,Austin,Overcast,69,1,,,,,,,,,,
1,102,Austin,Cloudy,,1,,,,,,,,,,
2,102,Austin,Overcast,69,1,,,,,,,,,,
3,102,Austin,Overcast,69,1,,,,,,,,,,
4,102,Austin,Overcast,61,1,,,,,,,,,,
5,102,Austin,Mostly Cloudy,72,1,,,,,,,,,,
6,102,Austin,Overcast,64,1,,,,,,,,,,
7,102,Austin,Cloudy,69,1,,,,,,,,,,
14,102,Austin,Cloudy,72,1,,,,,,,,,,
8,102,Austin,Cloudy,71,1,,,,,,,,,,
9,102,Austin,Cloudy,69,1,,,,,,,,,,
10,102,Austin,mostly cloudy,69,1,,,,,,,,,,
11,102,Austin,Mostly Cloudy,72,1,,,,,,,,,,
12,102,Austin,Cloudy,74,1,,,,,,,,,,
13,102,Austin,Overcast,69,1,,,,,,,,,,
1,103,Austin,Partly Cloudy,,1,,,,,,,,,,
2,103,Austin,Overcast,69,1,,,,,,,,,,
3,103,Austin,Scattered Clouds,75,1,,,,,,,,,,
4,103,Austin,Clear,59,1,,,,,,,,,,
5,103,Austin,Mostly Cloudy,72,1,,,,,,,,,,
6,103,Austin,Partly Cloudy,64,1,,,,,,,,,,
7,103,Austin,Partly Cloudy,69,1,,,,,,,,,,
14,103,Austin,Cloudy,72,1,,,,,,,,,,
8,103,Austin,Mostly Cloudy,72,1,,,,,,,,,,
9,103,Austin,Partly Cloudy,74,1,,,,,,,,,,
10,103,Austin,mostly cloudy,74,1,,,,,,,,,,
11,103,Austin,Mostly Cloudy,72,1,,,,,,,,,,
12,103,Austin,Cloudy,74,1,,,,,,,,,,
13,103,Austin,Fair,72,1,,,,,,,,,,
1,104,Austin,Fair,,1,,,,,,,,,,
2,104,Austin,Clear,69,1,,,,,,,,,,
3,104,Austin,Clear,72,1,,,,,,,,,,
4,104,Austin,Clear,47,1,,,,,,,,,,
5,104,Austin,Partly Sunny,80,1,,,,,,,,,,
6,104,Austin,Clear,63,1,,,,,,,,,,
7,104,Austin,Partly Cloudy,65,1,,,,,,,,,,
14,104,Austin,Mostly Cloudy,73,1,,,,,,,,,,
8,104,Austin,Partly Sunny,80,1,,,,,,,,,,
9,104,Austin,Clear,69,1,,,,,,,,,,
10,104,Austin,clear sky,80,1,,,,,,,,,,
11,104,Austin,Partly Sunny,80,1,,,,,,,,,,
12,104,Austin,Cloudy,74,1,,,,,,,,,,
13,104,Austin,Fair,72,1,,,,,,,,,,
1,105,Austin,Partly Cloudy,,1,,,,,,,,,,
2,105,Austin,Partly Cloudy,64,1,,,,,,,,,,
3,105,Austin,Scattered Clouds,66,1,,,,,,,,,,
4,105,Austin,Scattered Clouds,46,1,,,,,,,,,,
5,105,Austin,Partly Sunny,69,1,,,,,,,,,,
6,105,Austin,Partly Cloudy,57,1,,,,,,,,,,
7,105,Austin,Partly Cloudy,64,1,,,,,,,,,,
