0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,28,90,84,82,42,122902,61,62,,,,15010000,,546760000,84,28,,1,28
4,28,90,84,82,42,125593,61,62,,109,77,15054000,292,564375000,78,28,136,1,28
5,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
6,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
7,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
8,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
9,28,90,84,82,42,125593,61,62,58,109,77,15054022,293,564000000,78,27,,1,28
10,28,90,84,82,42,125001,61,62,58,,,,294,564400000,84,,,1,28
11,28,90,84,82,42,125593,61,62,58,109,77,,293,,,,135,1,28
12,28,90,84,82,42,125593,61,62,58,109,77,15054000,295,556850000,85,28,,1,28
13,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
14,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
15,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
16,28,63,84,82,42,125593,61,62,58,109,77,15000000,294,564000000,78,27,135,1,28
17,28,90,84,,,125001,,,58,110,78,15050000,293,564220000,,27,135,1,28
18,28,90,84,82,42,125001,61,62,58,109,77,,296,564380000,86,27,,1,28
19,28,,84,,42,125593,,,58,,,,,,,,,1,28
20,28,90,84,82,42,125593,61,62,,109,77,15050000,294,564380000,84,28,135,1,28
21,28,90,84,82,42,122902,61,62,58,,,,,,,,,1,28
22,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
23,28,90,84,83,42,122902,61,62,,,,,293,,,,,1,28
24,28,90,84,82,42,,,,58,,,,,,,,,1,28
25,28,90,84,82,42,,61,62,,109,77,,297,564400000,,,135,1,28
26,28,90,84,82,42,132500,61,62,58,,,15050000,295,560000000,85,,135,1,28
27,28,90,84,82,42,2691,61,62,58,109,77,,298,546760000,84,28,137,1,28
28,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
29,28,90,84,82,42,125593,61,62,58,109,77,15050000,293,556850000,85,27,135,1,28
30,28,90,84,,42,125593,61,62,58,109,77,15054000,293,564374460,85,27,135,1,28
31,28,90,84,82,42,125001,61,62,58,109,77,15050000,294,564400000,84,27,135,1,28
32,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
33,28,90,84,82,42,125593,61,62,58,109,77,14853228,295,556848000,,28,,1,28
34,28,90,84,82,,125593,61,62,58,109,77,,297,,85,27,135,1,28
35,28,90,84,,42,125593,,,,,,,,,,,,1,28
36,28,90,84,82,42,125593,61,62,59,109,77,,299,,,,138,1,28
37,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
38,28,90,,82,42,2691,61,62,58,109,77,,298,546760000,84,28,137,1,28
39,28,,,,,0,,,,,,,,,,,,1,28
40,28,90,84,,42,,,,,,,,297,,,,,1,28
41,28,90,84,82,42,125593,61,62,58,109,77,,,556800,85,28,,1,28
42,28,90,84,82,42,125593,61,62,58,109,77,15054022,,,,,,1,28
43,28,90,84,83,42,125000,61,62,58,109,77,,,,,,,1,28
44,28,5,85,84,2,14660,62,63,,,,,,,,,,1,28
45,28,90,84,,42,,,,,,,,,,,,,1,28
46,28,90,84,82,42,125593,61,62,58,109,77,,293,,,,135,1,28
47,28,,84,82,42,125593,61,62,,,,,,,,,,1,28
48,28,90,84,83,42,125001,61,62,58,111,77,15054022,,546762079,,,,1,28
49,28,90,84,82,42,125593,61,62,58,109,77,,295,556800000,85,28,,1,28
50,28,90,84,82,42,125593,61,62,58,109,77,15054022,295,564375285,84,28,135,1,28
51,28,90,84,82,42,122902,61,62,58,109,77,15050000000,300,557000000,,,139,1,28
52,28,90,84,82,42,122902,61,62,,109,77,,295,557000000,78,30,35,1,28
53,28,90,84,82,42,125593,61,62,58,109,77,,301,564370000,78,27,135,1,28
54,28,90,84,,42,,,,,109,77,,293,564220000,80,,135,1,28
55,28,90,84,,42,,61,62,,109,77,,295,556850000,85,27,135,1,28
1,29,91,86,85,38,12041657,63,64,,,,,,,,,,1,29
2,29,91,86,85,38,11880057,63,64,60,112,79,,302,95140000000,87,40,140,1,29
3,29,91,86,85,38,11986000,63,64,,,,1660000000,,92540000000,84,41,,1,29
4,29,91,86,85,38,11968775,63,64,,113,80,1669532000,303,96632520000,88,41,141,1,29
5,29,91,86,85,38,12036691,63,64,60,113,80,1669532005,,,,,,1,29
6,29,91,86,85,38,12036691,63,64,60,113,80,1669532005,,,,,,1,29
7,29,91,86,85,38,12036691,63,64,60,113,80,1669532005,,,,,,1,29
8,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
9,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,304,97000000000,89,40,,1,29
10,29,91,86,85,38,12028798,63,64,60,,,,305,96600000000,84,,,1,29
11,29,91,86,85,38,12023122,63,64,60,113,80,,304,,,,140,1,29
12,29,91,86,85,38,12028798,63,64,60,113,80,1669532000,137,94810000000,85,41,,1,29
13,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
14,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
15,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
16,29,42,86,85,38,12028798,63,64,60,113,80,1670000000,305,97000000000,78,40,140,1,29
17,29,91,86,,,12028088,,,60,114,81,1670000000,137,94810000000,,40,140,1,29
18,29,92,87,85,43,10508996,63,64,60,113,80,,306,96600000000,90,40,,1,29
19,29,,86,,38,12048252,,,60,,,,,,,,,1,29
20,29,91,86,85,38,12030000,63,64,,113,80,1670000000,307,96630000000,84,41,140,1,29
21,29,91,86,85,38,12027489,63,64,60,,,,,,,,,1,29
22,29,91,86,85,38,12036391,63,64,60,113,80,1669532005,,,,,,1,29
23,29,91,86,85,38,11294699,63,64,,,,,308,,,,,1,29
24,29,91,86,85,38,,,,60,,,,,,,,,1,29
25,29,91,86,86,38,,63,64,,113,80,,309,96632000000,,,140,1,29
26,29,93,88,85,44,12016700,63,64,60,,,1669530000,137,94810000000,85,,140,1,29
27,29,91,89,85,38,145015,63,64,60,113,82,,310,92540000000,84,41,142,1,29
28,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
29,29,91,86,85,38,12030000,63,64,60,113,80,1670000000,304,94810000000,85,40,140,1,29
30,29,91,86,85,38,12028798,63,64,60,113,80,1669532000,304,96632512160,85,40,140,1,29
31,29,91,86,85,38,11892151,63,64,60,113,80,1670000000,305,96600000000,84,40,140,1,29
32,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
33,29,91,86,85,38,12080491,63,64,60,113,80,1638091223,137,94812720000,,41,,1,29
34,29,91,86,86,,12048252,63,64,60,113,80,,309,,91,7,140,1,29
35,29,91,86,,38,12028798,,,,,,,,,,,,1,29
36,29,91,86,85,38,12028798,63,64,61,113,80,,311,,,,143,1,29
37,29,91,86,85,38,12023832,63,64,60,113,80,1669532005,,,,,,1,29
38,29,91,,85,38,136213,63,64,60,113,82,,310,92540000000,84,41,142,1,29
39,29,91,90,85,38,10167787,63,64,60,113,80,,307,,,,140,1,29
40,29,91,86,,38,,,,,,,,309,,,,,1,29
41,29,91,86,85,38,12041657,63,64,60,113,80,,,94812700,85,41,,1,29
42,29,91,86,85,38,12036691,63,64,60,113,80,1669532005,,,,,,1,29
43,29,91,86,85,38,12040000,63,64,60,113,80,,,,,,,1,29
44,29,5,91,87,2,1505042,64,65,,,,,,,,,,1,29
45,29,91,86,,38,,,,,,,,,,,,,1,29
46,29,91,86,85,38,12023122,63,64,60,113,80,,304,,,,140,1,29
47,29,,86,86,38,12028798,63,64,,,,,,,,,,1,29
48,29,91,86,85,38,12028798,63,64,60,115,80,1669532005,,92542159037,,,,1,29
49,29,91,86,85,38,12028798,63,64,60,113,80,,312,94800000000,85,14,,1,29
50,29,91,86,85,38,11975522,63,64,60,113,80,1669532005,312,96632512449,85,41,140,1,29
51,29,91,86,85,38,11986084,63,64,60,113,80,1.67E+12,313,94810000000,,,144,1,29
52,29,91,86,85,38,12023832,63,64,,113,80,,312,95000000000,78,9,39,1,29
53,29,91,86,86,38,12028798,63,64,60,113,80,,314,96630000000,89,40,140,1,29
54,29,91,86,,38,,,,,113,80,,304,95140000000,77,,140,1,29
55,29,91,86,,38,,63,64,,113,80,,315,94810000000,85,40,145,1,29
1,30,94,92,88,45,389954,65,66,,,,,,,,,,1,30
2,30,94,92,88,45,430983,65,66,62,116,83,,2,933990000,92,42,146,1,30
3,30,94,92,88,45,389494,65,66,,,,72420000,,930370000,93,43,,1,30
4,30,94,92,88,45,389954,65,66,,117,84,74537000,,933954000,93,43,146,1,30
5,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
6,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
7,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
8,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
9,30,94,92,88,45,389954,65,66,62,117,84,74537461,,934000000,94,42,,1,30
10,30,94,92,88,45,376060,65,66,62,,,,,933900000,93,,,1,30
11,30,94,92,88,45,389954,65,66,62,117,84,,,,,,147,1,30
12,30,94,92,88,45,389954,65,66,62,117,84,74537000,,916060000,92,43,,1,30
13,30,94,92,88,45,389494,65,66,62,117,84,74537461,,,,,,1,30
14,30,94,92,88,45,389494,65,66,62,117,84,74537461,,,,,,1,30
15,30,94,92,88,45,389494,65,66,62,117,84,74537461,,,,,,1,30
16,30,4,92,88,45,389494,65,66,62,117,84,75000000,,934000000,94,42,146,1,30
17,30,94,92,,,389494,,,62,118,85,74540000,,916100000,,42,146,1,30
18,30,94,92,88,45,389494,65,66,62,117,84,,2,933950000,94,42,,1,30
19,30,,92,,45,392883,,,62,,,,,,,,,1,30
20,30,94,92,88,45,389494,65,66,,117,84,74540000,,933950000,93,43,146,1,30
21,30,94,92,88,45,375660,65,66,62,,,,,,,,,1,30
22,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
23,30,94,92,88,45,389494,65,66,,,,,,,,,,1,30
24,30,94,92,88,45,,,,62,,,,,,,,,1,30
25,30,94,92,88,45,,65,66,,117,84,,,933900000,,,146,1,30
26,30,94,92,88,45,117100,65,67,62,,,74540000,2,920000000,92,,146,1,30
27,30,94,92,88,45,20034,65,66,62,117,84,,,930370000,93,43,,1,30
28,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
29,30,94,92,88,45,389954,65,66,62,117,84,74540000,316,916070000,92,42,146,1,30
30,30,94,92,88,45,389954,65,66,62,117,84,74537000,,933948610,92,42,146,1,30
31,30,94,92,88,45,389494,65,66,62,117,84,74540000,,934000000,93,42,147,1,30
32,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
33,30,94,92,88,45,389954,65,66,62,117,84,73109314,317,916060000,,43,,1,30
34,30,94,92,88,,392883,65,66,62,117,84,,,,92,42,146,1,30
35,30,94,92,,45,389954,,,,,,,,,,,,1,30
36,30,94,92,88,45,389954,65,66,63,117,84,,,,,,146,1,30
37,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
38,30,94,,88,45,20034,65,66,62,117,84,,,930370000,93,43,,1,30
39,30,,,,,0,,,,,,,,,,,,1,30
40,30,94,92,,45,,,,,,,,,,,,,1,30
41,30,94,92,88,45,389954,65,66,62,117,84,,,916100,92,43,,1,30
42,30,94,92,88,45,389954,65,66,62,117,84,74537461,,,,,,1,30
43,30,94,92,88,45,389490,65,66,62,117,84,,,,,,,1,30
44,30,5,93,89,2,88503,66,68,,,,,,,,,,1,30
45,30,95,94,,46,,,,,,,,,,,,,1,30
46,30,94,92,88,45,389954,65,66,62,117,84,,,,,,147,1,30
47,30,,92,88,45,389954,65,66,,,,,,,,,,1,30
48,30,94,92,88,45,389494,65,66,62,119,84,74537461,,906375526,,,,1,30
49,30,94,92,88,45,389954,65,66,62,117,84,,318,916100000,92,43,,1,30
50,30,94,92,88,45,392883,65,66,62,117,84,74537461,,933954386,93,43,147,1,30
51,30,94,92,88,45,364540,65,66,62,117,84,74530000000,,916000000,,,146,1,30
52,30,94,92,88,45,375660,65,66,,117,84,,,916000000,94,42,1,1,30
53,30,94,92,88,45,389954,65,66,62,117,84,,,933950000,94,42,147,1,30
54,30,95,94,,46,,,,,117,84,,,933240000,95,,147,1,30
55,30,94,92,,45,,65,66,,117,84,,,916060000,92,42,146,1,30
1,31,96,95,90,47,455658,67,69,,,,,,,,,,1,31
2,31,96,95,90,47,485594,67,69,64,120,86,,319,339790000,96,44,148,1,31
3,31,96,95,90,47,455378,67,69,,,,44550000,,332920000,97,45,,1,31
4,31,96,95,90,47,455658,67,69,,120,87,44748000,320,340532000,97,45,149,1,31
5,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
6,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
7,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
8,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
9,31,96,95,90,47,455658,67,69,64,120,87,44747906,,341000000,74,44,,1,31
10,31,96,95,90,47,449092,67,69,64,,,,,340500000,97,,,1,31
11,31,97,95,90,47,455658,67,69,64,120,87,,,,,,148,1,31
12,31,96,95,90,47,455658,67,69,64,120,87,44748000,,332930000,96,45,,1,31
13,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
14,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
15,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
16,31,98,95,90,47,455658,67,69,64,120,87,45000000,,341000000,98,44,148,1,31
17,31,96,95,,,455658,,,64,121,88,44750000,,332940000,,44,150,1,31
18,31,96,95,90,47,455378,67,69,64,120,87,,2,340530000,,44,,1,31
19,31,,95,,47,457416,,,64,,,,,,,,,1,31
20,31,96,95,90,47,455658,67,69,,120,87,44750000,,340530000,97,45,150,1,31
21,31,96,95,90,47,448792,67,69,64,,,,,,,,,1,31
22,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
23,31,96,95,90,47,455378,67,69,,,,,321,,,,,1,31
24,31,96,95,90,47,,,,64,,,,,,,,,1,31
25,31,96,95,91,47,,67,69,,120,87,,,340500000,,,148,1,31
26,31,96,95,91,47,430200,67,69,64,,,44750000,2,330000000,96,,150,1,31
27,31,96,96,90,47,23607,67,69,64,120,87,,,332930000,97,45,,1,31
28,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
29,31,96,95,90,47,455658,67,69,64,120,87,44750000,322,332920000,96,44,150,1,31
30,31,96,95,90,47,455658,67,69,64,120,87,44748000,,340532280,96,44,148,1,31
31,31,96,95,90,47,455378,67,69,64,120,87,44750000,,340500000,97,44,148,1,31
32,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
33,31,96,95,90,47,455658,67,69,64,120,87,43748371,323,332925000,,45,,1,31
34,31,96,95,91,,457416,67,69,64,120,87,,,,96,44,148,1,31
35,31,96,96,,47,455658,,,,,,,,,,,,1,31
36,31,96,95,90,47,455658,67,69,65,120,87,,,,,,148,1,31
37,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
38,31,96,,90,47,21849,67,69,64,120,87,,,332930000,97,45,,1,31
39,31,,,,,0,,,,,,,,,,,,1,31
40,31,96,95,,47,,,,,,,,,,,,,1,31
41,31,96,95,90,47,455658,67,69,64,120,87,,,332900,96,45,,1,31
42,31,96,95,90,47,455658,67,69,64,120,87,44747906,,,,,,1,31
43,31,96,95,90,47,455380,67,69,64,120,87,,,,,,,1,31
44,31,5,97,92,2,62779,68,70,,,,,,,,,,1,31
45,31,97,95,,47,,,,,,,,,,,,,1,31
46,31,96,95,90,47,455658,67,69,64,120,87,,,,,,148,1,31
47,31,,95,91,47,455658,67,69,,,,,,,,,,1,31
48,31,96,95,90,47,455378,67,69,64,122,87,44747906,,332924421,,,,1,31
49,31,96,95,90,47,455658,67,69,64,120,87,,323,332100000,96,45,,1,31
50,31,96,95,90,47,457416,67,69,64,120,87,44747906,,340531565,96,45,148,1,31
51,31,96,95,90,47,434755,67,69,64,120,87,44740000000,,333000000,,,150,1,31
52,31,96,95,90,47,448792,67,69,,120,87,,,333000000,74,25,151,1,31
53,31,96,95,91,47,455658,67,69,64,120,87,,,340520000,74,44,148,1,31
54,31,99,98,,4,,,,,120,87,,,338000000,99,,148,1,31
55,31,96,95,,47,,67,69,,120,87,,319,332180000,96,44,152,1,31
1,32,100,99,93,48,23886,69,71,,,,,,,,,,1,32
2,32,100,99,93,48,29711,69,71,66,123,89,,324,331030000,100,11,153,1,32
3,32,100,99,93,48,23886,69,71,,,,16550000,,326350000,101,46,,1,32
4,32,100,99,93,48,23886,69,71,,124,90,16441000,325,331459000,102,46,154,1,32
5,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
6,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
7,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
8,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
9,32,100,99,93,48,23886,69,71,66,125,91,16441417,326,331000000,103,11,,1,32
10,32,100,99,94,48,21755,69,71,66,,,,327,331500000,101,,,1,32
11,32,100,99,93,48,23886,69,72,66,125,91,,326,,,,26,1,32
12,32,100,99,93,48,23886,69,71,66,124,92,16441000,328,326350000,100,46,,1,32
13,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
14,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
15,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
16,32,101,99,93,48,23886,69,71,66,124,92,16000000,327,331000000,104,47,26,1,32
17,32,100,99,,,23886,,,66,126,93,16440000,329,326330000,,11,153,1,32
18,32,100,99,93,48,23886,69,71,66,124,92,,328,331460000,105,11,,1,32
19,32,,99,,48,24532,,,66,,,,,,,,,1,32
20,32,102,100,93,49,23886,69,71,,124,92,16440000,330,331620000,101,46,153,1,32
21,32,100,99,93,48,15730,70,71,66,,,,,,,,,1,32
22,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
23,32,100,99,93,48,23886,69,71,,,,,,,,,,1,32
24,32,100,99,93,48,,,,66,,,,,,,,,1,32
25,32,100,99,95,48,,69,71,,125,91,,331,331200000,,,26,1,32
26,32,100,99,95,48,21500,70,71,66,,,16440000,329,330000000,100,,153,1,32
27,32,102,100,93,49,2131,69,72,66,124,92,,332,326350000,101,46,155,1,32
28,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
29,32,100,99,93,48,23886,69,72,66,124,92,16440000,326,326360000,100,11,153,1,32
30,32,100,99,93,48,23886,69,71,66,124,92,16441000,333,331450560,100,11,153,1,32
31,32,100,99,93,48,23886,69,71,66,125,91,16440000,327,331500000,101,11,26,1,32
32,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
33,32,100,99,93,48,23886,69,71,66,124,92,16188189,331,326354000,,46,,1,32
34,32,100,99,95,,24532,69,71,66,125,91,,331,,106,47,26,1,32
35,32,100,101,,48,23886,,,,,,,,,,,,1,32
36,32,100,99,93,48,23886,69,72,67,124,94,,334,,,,156,1,32
37,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
38,32,102,,93,49,2131,69,72,66,124,92,,332,326350000,101,46,155,1,32
39,32,,,,,0,,,,,,,,,,,,1,32
40,32,100,99,,48,,,,,,,,331,,,,,1,32
41,32,100,99,93,48,23886,69,71,66,124,92,,,326400,100,46,,1,32
42,32,100,99,93,48,23886,69,71,66,125,91,16441417,,,,,,1,32
43,32,100,99,93,48,23890,69,71,66,124,92,,,,,,,1,32
44,32,5,102,96,2,1195,71,73,,,,,,,,,,1,32
45,32,100,99,,48,,,,,,,,,,,,,1,32
46,32,100,99,93,48,23886,69,72,66,125,91,,326,,,,26,1,32
47,32,,99,95,48,23886,69,71,,,,,,,,,,1,32
48,32,100,99,93,48,23886,69,71,66,127,92,16441417,,326362127,,,,1,32
49,32,100,99,93,48,23886,69,71,66,124,92,,328,326300000,100,46,,1,32
50,32,100,99,93,48,24532,69,71,66,124,92,16441417,328,331458967,100,46,26,1,32
51,32,100,99,93,48,21555,69,72,66,124,92,16440000000,335,326000000,,,153,1,32
52,32,100,99,93,48,15730,70,72,,124,92,,328,326000000,107,48,157,1,32
53,32,100,99,95,48,23886,69,71,66,125,91,,326,331210000,107,11,26,1,32
54,32,100,99,,48,,,,,124,92,,326,331030000,108,,26,1,32
55,32,100,99,,48,,69,72,,124,92,,324,326350000,100,11,153,1,32
1,33,103,103,97,50,91187,72,74,,,,,,,,,,1,33
2,33,103,103,97,50,103659,72,74,68,128,95,,336,432350000,,,158,1,33
3,33,103,103,97,50,84966,72,74,,,,43590000,,427000000,,49,,1,33
4,33,103,103,97,50,91187,72,74,,128,95,44947000,337,436880000,109,49,159,1,33
5,33,103,103,97,50,90887,72,74,68,128,96,44946512,,,,,,1,33
6,33,103,103,97,50,90887,72,74,68,128,96,44946512,,,,,,1,33
7,33,103,103,97,50,90887,72,74,68,128,96,44946512,,,,,,1,33
8,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
9,33,103,103,97,50,87025,72,74,68,128,96,44946512,338,437000000,,,,1,33
10,33,103,103,97,50,86825,72,74,68,,,,339,436900000,,,,1,33
11,33,103,103,97,50,87025,72,74,68,128,96,,338,,,,160,1,33
12,33,103,103,97,50,87325,72,74,68,128,96,44947000,60,433290000,,,,1,33
13,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
14,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
15,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
16,33,29,103,97,50,87325,72,74,68,128,96,45000000,340,437000000,1,1,158,1,33
17,33,103,103,,,86925,,,68,129,97,44950000,60,433320000,,,158,1,33
18,33,103,103,97,50,87125,72,74,68,128,96,,341,436880000,,,,1,33
19,33,,103,,50,91187,,,68,,,,,,,,,1,33
20,33,103,103,97,50,87325,72,74,,128,96,44950000,342,436880000,,,158,1,33
21,33,103,103,97,50,87025,72,74,68,,,,,,,,,1,33
22,33,103,103,97,50,90887,72,74,68,128,96,44946512,,,,,,1,33
23,33,103,103,97,50,91187,72,74,,,,,343,,,,,1,33
24,33,103,103,97,50,,,,68,,,,,,,,,1,33
25,33,103,103,97,50,,73,74,,128,96,,344,436900000,,,160,1,33
26,33,103,103,97,50,85700,72,74,68,,,44950000,60,430000000,1,,158,1,33
27,33,103,103,97,50,5862,72,74,68,128,96,,341,427000000,,49,161,1,33
28,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
29,33,103,103,97,50,87325,72,74,68,128,96,44950000,344,433280000,,,161,1,33
30,33,103,103,97,50,87325,72,74,68,128,96,44480000,344,432345600,110,50,158,1,33
31,33,103,103,97,50,87025,72,74,68,128,96,44950000,339,436900000,,,160,1,33
32,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
33,33,103,103,97,50,91187,72,74,68,128,96,44577068,60,433289000,,49,,1,33
34,33,103,103,97,,91187,72,74,68,128,96,,344,,,1,160,1,33
35,33,103,103,,50,87325,,,,,,,,,,,,1,33
36,33,103,103,97,50,87325,72,74,69,128,96,,341,,,,161,1,33
37,33,103,103,97,50,87025,72,74,68,128,96,44946512,,,,,,1,33
38,33,103,,97,50,5862,72,74,68,128,96,,341,427000000,,49,161,1,33
39,33,,,,,0,,,,,,,,,,,,1,33
40,33,103,103,,50,,,,,,,,344,,,,,1,33
41,33,103,103,97,50,91187,72,74,68,128,96,,,433300,1,49,,1,33
42,33,103,103,97,50,90887,72,74,68,128,96,44946512,,,,,,1,33
43,33,103,103,97,50,87330,72,74,68,128,96,,,,,,,1,33
44,33,5,104,98,2,13081,74,75,,,,,,,,,,1,33
45,33,103,103,,50,,,,,,,,,,,,,1,33
46,33,103,103,97,50,87025,72,74,68,128,96,,338,,,,160,1,33
47,33,,103,97,50,86925,72,74,,,,,,,,,,1,33
48,33,103,103,97,50,87325,72,74,68,130,96,44946512,,426991864,,,,1,33
49,33,103,103,97,50,87325,72,74,68,128,96,,341,430500000,1,49,,1,33
50,33,103,103,97,50,91187,72,74,68,128,96,44946512,340,436880097,,,160,1,33
51,33,103,103,97,50,84966,72,74,68,128,96,43990000000,345,433000000,,,162,1,33
52,33,103,103,97,50,87025,72,74,,128,96,,340,433000000,,49,163,1,33
53,33,103,103,97,50,86925,72,74,68,128,96,,346,436880000,,,160,1,33
54,33,103,103,,50,,,,,128,96,,338,432350000,1,,160,1,33
55,33,103,103,,50,,72,74,,128,96,,347,428790000,1,1,164,1,33
1,34,90,105,99,51,53950,75,76,,,,,,,,,,1,34
2,34,90,105,99,51,63288,75,76,70,131,98,,348,196760000,,,165,1,34
3,34,90,105,99,51,53350,75,76,,,,17370000,,195660000,,,,1,34
4,34,90,105,99,51,53950,75,76,,131,98,17517000,,197064000,,,166,1,34
5,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
6,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
7,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
8,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
9,34,90,105,99,51,53950,75,77,70,131,98,17516828,,197000000,,,,1,34
10,34,90,105,99,51,53350,75,77,70,,,,,197100000,,,,1,34
11,34,90,105,99,51,53950,75,77,70,131,99,,,,,,167,1,34
12,34,90,105,99,51,53950,75,76,70,131,98,17517000,,194440000,,,,1,34
13,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
14,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
15,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
16,34,63,105,99,51,53950,75,76,70,131,98,18000000,,197000000,1,1,165,1,34
17,34,90,105,,,53350,,,70,132,100,17520000,,197100000,,,113,1,34
18,34,90,105,99,51,53350,75,76,70,131,98,,2,197060000,,,,1,34
19,34,,105,,51,53950,,,70,,,,,,,,,1,34
20,34,90,105,99,51,53950,75,76,,131,98,17490000,,196740000,,,113,1,34
21,34,90,105,99,51,50182,75,76,70,,,,,,,,,1,34
22,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
23,34,90,105,99,51,53950,75,76,,,,,349,,,,,1,34
24,34,90,105,99,51,,,,70,,,,,,,,,1,34
25,34,90,105,99,51,,75,76,,131,99,,,197100000,,,113,1,34
26,34,90,105,99,51,50000,75,77,70,,,17520000,2,190000000,1,,113,1,34
27,34,90,105,99,51,3668,75,77,70,131,99,,,192860000,,,,1,34
28,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
29,34,90,105,99,51,53950,75,77,70,131,99,17520000,350,194440000,,,113,1,34
30,34,90,105,99,51,53950,75,76,70,131,98,17517000,,197066250,,,165,1,34
31,34,90,105,99,51,53350,75,77,70,131,99,17520000,,197100000,,,167,1,34
32,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
33,34,90,105,99,51,53950,75,76,70,131,99,17283440,351,194439000,,,,1,34
34,34,90,105,99,,53950,75,76,70,131,99,,,,,1,113,1,34
35,34,90,105,,51,53950,,,,,,,,,,,,1,34
36,34,90,105,99,51,53950,75,77,71,131,99,,,,,,113,1,34
37,34,90,105,99,51,53950,75,77,70,131,98,17516828,,,,,,1,34
